scenario_label,projection_horizon,species,center,mean,sd,q025,q975
SSP5-8.5 2071-2100,2071-2100,ERR_n,0.8835156821348349,0.8831483437213508,0.0049838814166739045,0.8750060732283632,0.8913161671612984
SSP5-8.5 2071-2100,2071-2100,ERS_n,0.7454589884254211,0.7478490626230221,0.018820495862078478,0.7139434681494914,0.7831817463364731
SSP5-8.5 2071-2100,2071-2100,BOJ_n,0.7490172958891352,0.7505413841795767,0.016528503173451246,0.7246193558657623,0.7851465302006786
SSP5-8.5 2071-2100,2071-2100,BOP_n,0.7436091573530469,0.7450817041172999,0.018431307225276302,0.7001667254889341,0.7707070443728739
SSP5-8.5 2071-2100,2071-2100,EPB_n,0.6451756195033282,0.6438149918098646,0.018686116156788602,0.6085421932327911,0.6788955765197715
SSP5-8.5 2071-2100,2071-2100,SAB_n,0.8755880272653073,0.877772394277393,0.009088068925530985,0.8630911256448006,0.8949507502237679
SSP5-8.5 2071-2100,2071-2100,EPN_n,0.08146297111176418,0.08015055710706334,0.007398175957745124,0.06503790446066864,0.09269621513588719
SSP5-8.5 2071-2100,2071-2100,THO_n,0.7156169952009193,0.7151405998973659,0.02190091027782821,0.6761364901683132,0.7548378534370088
SSP5-8.5 2071-2100,2071-2100,PRP_n,0.2483364110819381,0.24819592934330306,0.027184585849277177,0.20284964547924839,0.29847181476386403
SSP5-8.5 2071-2100,2071-2100,PET_n,0.4708164814483866,0.4689306390999329,0.024759072519830963,0.42727157708904884,0.518488063570187
SSP5-8.5 2071-2100,2071-2100,PIB_n,0.42739016596319035,0.42476734770598956,0.047421379669181855,0.3430468728055154,0.5149624908358879
SSP5-8.5 2071-2100,2071-2100,MEL_n,0.03440807008738793,0.034698480951669615,0.008129517308963944,0.02278138978299518,0.05276229980110696
SSP5-8.5 2071-2100,2071-2100,PIG_n,0.022811340012869642,0.023061119125985356,0.00449103910426511,0.013855532287259267,0.03069996522768419
