index,center,mean,sd,q025,q975,log_center,log_mean,log_sd,log_q025,log_q975,gCenter,gMean,gSD,gQ025,gQ975,bCenter,bMean,bSD,bQ025,bQ975,wCenter,wMean,wSD,wQ025,wQ975,scenario_label,projection_horizon,community_prefix,community_label
summary,NA,NA,NA,NA,NA,-0.5413994726124461,-0.5511527172905986,0.034730964811485715,-0.6225559144433561,-0.4999145064072888,0.5819346114392026,0.5766185965766807,0.019798305230707667,0.5365810299172675,0.6066417803893813,0.7808141282729664,0.7803111362993229,0.008304460008165706,0.7662187055206483,0.7940800969596851,0.7808141282729664,0.7803111362993229,0.008304460008165706,0.7662187055206483,0.7940800969596851,SSP5-8.5 2071-2100,2071-2100,FE3,Sugar Maple - Yellow Birch Forest
summary,NA,NA,NA,NA,NA,-0.7418978456466561,-0.7438210455634969,0.04586239074850346,-0.8121239607243413,-0.6632751275271311,0.47621503583664215,0.47577878917089667,0.021893272715017193,0.44391811285298116,0.5151617004671043,0.7091540833336356,0.7102775684694478,0.01013125620377094,0.6934962400713353,0.7263220009149051,0.7091540833336356,0.7102775684694478,0.010131256203770957,0.6934962400713353,0.7263220009149052,SSP5-8.5 2071-2100,2071-2100,FE6,Sugar Maple - Red Oak Forest
summary,NA,NA,NA,NA,NA,-1.818146964957053,-1.8249225168494816,0.0664092854367857,-1.9581932518213405,-1.7108820571537842,0.16232626868118846,0.16157360624392123,0.010714626060812367,0.1411143862028892,0.18076133271837797,0.5448973900682083,0.5429838236504223,0.009668367704776326,0.5212061985401792,0.5570180796874242,0.5448973900682083,0.5429838236504223,0.009668367704776326,0.5212061985401792,0.5570180796874242,SSP5-8.5 2071-2100,2071-2100,ME1,Black Spruce - Trembling Aspen Forest
summary,NA,NA,NA,NA,NA,-0.4234539975836912,-0.42797806043123127,0.028474601902516543,-0.48335208542472313,-0.3831209068638418,0.654781296643868,0.6520801292780536,0.018452391760639928,0.6167127166471488,0.6817324838571939,0.7883493733810014,0.787454358481477,0.009665324063660772,0.7658135223092131,0.8029937405740896,0.7883493733810014,0.787454358481477,0.009665324063660772,0.7658135223092131,0.8029937405740896,SSP5-8.5 2071-2100,2071-2100,MS6,Balsam Fir - Red Maple Forest
summary,NA,NA,NA,NA,NA,-0.6207280714177197,-0.6281270533331648,0.03188189858804432,-0.6935269492293951,-0.5720251986407514,0.5375534231762181,0.5338513375689217,0.01691423271273319,0.4998183160353875,0.5643830388219262,0.756062265355945,0.7549944582224641,0.007205466664002728,0.7428532734599923,0.767421080388178,0.756062265355945,0.7549944582224641,0.007205466664002728,0.7428532734599923,0.767421080388178,SSP5-8.5 2071-2100,2071-2100,MS1,Balsam Fir - Yellow Birch Forest
summary,NA,NA,NA,NA,NA,-1.7719970751556084,-1.7699103207271052,0.06924717730555865,-1.9009089453009698,-1.641053704094594,0.16999316166427936,0.17074495528575337,0.011901179788550691,0.149435093798779,0.19383413280807937,0.5872923377634394,0.5867049118279052,0.00953909610967027,0.5638256461985417,0.602586143172305,0.5872923377634394,0.5867049118279052,0.00953909610967027,0.5638256461985417,0.602586143172305,SSP5-8.5 2071-2100,2071-2100,MS2,Balsam Fir - Paper Birch Forest
summary,NA,NA,NA,NA,NA,-3.3198231148600783,-3.3275855027301806,0.07853258512725693,-3.4798350883897267,-3.226553630712923,0.036159293829120205,0.03598490496856268,0.002755620288069901,0.030820628224461383,0.03969409509739639,0.4319811519167446,0.43151644365693537,0.006082091209081793,0.417636889947419,0.4416317196059024,0.4319811519167446,0.43151644365693537,0.006082091209081793,0.417636889947419,0.4416317196059024,SSP5-8.5 2071-2100,2071-2100,RE2,Black Spruce - Moss or Heath Forest
summary,NA,NA,NA,NA,NA,-2.8060484139799446,-2.8162816433420272,0.12915707126121112,-3.0514864544244595,-2.634368438611258,0.06044390773472655,0.06030442985355081,0.007612186857670923,0.047296185908461304,0.07177881604895156,0.4267729231238771,0.42694050805837297,0.006682913406417588,0.41657501057334445,0.4379035682027738,0.4267729231238771,0.42694050805837297,0.006682913406417588,0.41657501057334445,0.4379035682027738,SSP5-8.5 2071-2100,2071-2100,RC3,Peaty Eastern White Cedar - Balsam Fir Forest
summary,NA,NA,NA,NA,NA,-0.7505040509614173,-0.7505231669909318,0.06698408073673179,-0.8701912850020425,-0.6268396624531221,0.47212856778960643,0.4731444656796932,0.03171948092821216,0.4188922425719056,0.5342905372167672,0.6836005429973255,0.6843324651815467,0.01678367353176331,0.6546885132395898,0.716636442209707,0.6836005429973255,0.6843324651815467,0.016783673531763323,0.6546885132395898,0.716636442209707,SSP5-8.5 2071-2100,2071-2100,RP1,White or Red Pine Forest
summary,NA,NA,NA,NA,NA,-1.7719970751556084,-1.7699103207271052,0.06924717730555865,-1.9009089453009698,-1.641053704094594,0.16999316166427936,0.17074495528575337,0.011901179788550691,0.149435093798779,0.19383413280807937,0.5872923377634394,0.5867049118279052,0.00953909610967027,0.5638256461985417,0.602586143172305,0.5872923377634394,0.5867049118279052,0.00953909610967027,0.5638256461985417,0.602586143172305,SSP5-8.5 2071-2100,2071-2100,RS2,Balsam Fir - Black Spruce Forest
