scenario_label,projection_horizon,species,center,mean,sd,q025,q975
SSP2-4.5 2041-2070,2041-2070,ERR_n,0.5559373301531976,0.5559414698082272,0.008289201273791721,0.5428947107026668,0.5722807544229533
SSP2-4.5 2041-2070,2041-2070,ERS_n,0.366363810379428,0.3666462841178945,0.012451906643235108,0.34692401301214804,0.38580353727829897
SSP2-4.5 2041-2070,2041-2070,BOJ_n,0.4169140471115936,0.4197238518562776,0.01190033502461483,0.404599499028736,0.44236222591923313
SSP2-4.5 2041-2070,2041-2070,BOP_n,0.6133472513110412,0.6110625284023516,0.008822510027168636,0.5967152119172016,0.6274848277126366
SSP2-4.5 2041-2070,2041-2070,EPB_n,0.4875226915223515,0.4861343851565487,0.011606193057935768,0.46526671476231096,0.5035976064467687
SSP2-4.5 2041-2070,2041-2070,SAB_n,0.7799571432353074,0.7806152078771402,0.0077087993614337194,0.7646740330951101,0.7930037450613676
SSP2-4.5 2041-2070,2041-2070,EPN_n,0.3153671305474561,0.3139285275876602,0.006824073452921195,0.3016752013949164,0.32464524346196033
SSP2-4.5 2041-2070,2041-2070,THO_n,0.34026666661828575,0.3406311068725587,0.011869570622252797,0.32310654439072484,0.36830174615549405
SSP2-4.5 2041-2070,2041-2070,PRP_n,0.12518664361800508,0.1253739291943396,0.012176828072390485,0.10965300950095482,0.1487732742485911
SSP2-4.5 2041-2070,2041-2070,PET_n,0.29591436992737763,0.2946874373077994,0.012319738844862288,0.27422017445802416,0.3148297281355555
SSP2-4.5 2041-2070,2041-2070,PIB_n,0.16071772903035544,0.16204789871797348,0.015985951774761965,0.14064404332688524,0.20246225480457297
SSP2-4.5 2041-2070,2041-2070,MEL_n,0.03876079428854336,0.03975414426633464,0.005110110900000763,0.033086290029825535,0.04985312511939144
SSP2-4.5 2041-2070,2041-2070,PIG_n,0.05496376113229336,0.056383638918400834,0.004917287391791299,0.04879286153112087,0.06675442838147579
