index,center,mean,sd,q025,q975,log_center,log_mean,log_sd,log_q025,log_q975,gCenter,gMean,gSD,gQ025,gQ975,bCenter,bMean,bSD,bQ025,bQ975,wCenter,wMean,wSD,wQ025,wQ975,scenario_label,projection_horizon,community_prefix,community_label
summary,NA,NA,NA,NA,NA,-1.7094343152674734,-1.7029871433456671,0.050297444733101826,-1.792634247684096,-1.615289451270385,0.18096823507002055,0.18236232631168903,0.00923018775825361,0.16652638274490753,0.19889927604671692,0.565116291584953,0.5649213501556404,0.004862243734055058,0.5581515805434287,0.5753423191201095,0.565116291584953,0.5649213501556404,0.004862243734055058,0.5581515805434287,0.5753423191201095,SSP3-7.0 2041-2070,2041-2070,FE3,Sugar Maple - Yellow Birch Forest
summary,NA,NA,NA,NA,NA,-2.171560481197952,-2.1759443329155146,0.05544791211130477,-2.2679365987007425,-2.0546161387270887,0.1139998316948439,0.11367045100937331,0.006348707950040276,0.10352950593794444,0.12814320360926662,0.4505739301622142,0.45047023488892496,0.004469362070814104,0.44282989839975717,0.45914364237735317,0.45057393016221425,0.45047023488892496,0.004469362070814098,0.4428298983997572,0.45914364237735317,SSP3-7.0 2041-2070,2041-2070,FE6,Sugar Maple - Red Oak Forest
summary,NA,NA,NA,NA,NA,-1.4352003928555686,-1.4433241389657134,0.05404249395985815,-1.5715486944542854,-1.3711425595729998,0.23806775692014698,0.2364667853546089,0.012316853169666627,0.20779018154201484,0.25382842321107174,0.5033960935468251,0.5017425794097313,0.0053767849519970315,0.49082686119380436,0.5085920625118642,0.5033960935468251,0.5017425794097313,0.0053767849519970315,0.49082686119380436,0.5085920625118642,SSP3-7.0 2041-2070,2041-2070,ME1,Black Spruce - Trembling Aspen Forest
summary,NA,NA,NA,NA,NA,-0.9932321325890053,-0.9887732739153081,0.02561047900804693,-1.022951411068332,-0.9331966904185461,0.3703776713101396,0.3721514674565138,0.009618446426595878,0.35953243013823605,0.3932962850223346,0.6243884633365241,0.6249015018740877,0.00541036131541849,0.6168280091798534,0.6346728145461471,0.6243884633365241,0.6249015018740877,0.00541036131541849,0.6168280091798534,0.6346728145461471,SSP3-7.0 2041-2070,2041-2070,MS6,Balsam Fir - Red Maple Forest
summary,NA,NA,NA,NA,NA,-1.8336809399249208,-1.831036531471674,0.05124137533373567,-1.9108422375938792,-1.7487982618181517,0.15982440087381916,0.16045087515674974,0.008223205430254328,0.14796460526686755,0.1739897667892449,0.5340283563424153,0.5335539893596055,0.005020746225254059,0.5259056752184993,0.5438838402295718,0.5340283563424153,0.5335539893596055,0.005020746225254059,0.5259056752184993,0.5438838402295718,SSP3-7.0 2041-2070,2041-2070,MS1,Balsam Fir - Yellow Birch Forest
summary,NA,NA,NA,NA,NA,-1.369664070570059,-1.3773086293908587,0.06230989297188946,-1.5290641117006885,-1.2816104856750918,0.2541925937846423,0.25271915068508843,0.015209848727441619,0.2168117751701466,0.27758992654864434,0.5491141194573537,0.5490655349023081,0.0049639196881450945,0.5396259368428215,0.5561859216947175,0.5491141194573537,0.5490655349023081,0.0049639196881450945,0.5396259368428215,0.5561859216947175,SSP3-7.0 2041-2070,2041-2070,MS2,Balsam Fir - Paper Birch Forest
summary,NA,NA,NA,NA,NA,-2.5233291206041626,-2.5371226433385567,0.06559944889454913,-2.6308161616176133,-2.4199956268012,0.08019220449515647,0.07925850821921122,0.0052089172121999525,0.07201974943017363,0.08892318194010401,0.4387187458625278,0.43790230311361206,0.004433816095570297,0.4297542265455281,0.44448724484794766,0.4387187458625278,0.43790230311361206,0.004433816095570297,0.4297542265455281,0.44448724484794766,SSP3-7.0 2041-2070,2041-2070,RE2,Black Spruce - Moss or Heath Forest
summary,NA,NA,NA,NA,NA,-2.517782220437806,-2.538355668466582,0.13627084367379985,-2.7789049082105146,-2.322819741455449,0.08063831347484149,0.07970301796224095,0.010779444443166112,0.06210993062647363,0.09817546624916504,0.3701397328216065,0.3703140427459083,0.00395246085954726,0.363099752658268,0.3765586724047704,0.3701397328216065,0.3703140427459083,0.00395246085954726,0.363099752658268,0.3765586724047704,SSP3-7.0 2041-2070,2041-2070,RC3,Peaty Eastern White Cedar - Balsam Fir Forest
summary,NA,NA,NA,NA,NA,-1.8029236463922937,-1.80522729110356,0.03848481376070831,-1.8765982743750085,-1.7310736746409954,0.16481681916771468,0.16455507692744975,0.006355814247502824,0.15311145564460601,0.17712301571845931,0.467890208404521,0.467732065292572,0.006673630060272492,0.45532623932684535,0.4786342427936976,0.46789020840452095,0.46773206529257194,0.0066736300602724926,0.45532623932684535,0.4786342427936976,SSP3-7.0 2041-2070,2041-2070,RP1,White or Red Pine Forest
summary,NA,NA,NA,NA,NA,-1.369664070570059,-1.3773086293908587,0.06230989297188946,-1.5290641117006885,-1.2816104856750918,0.2541925937846423,0.25271915068508843,0.015209848727441619,0.2168117751701466,0.27758992654864434,0.5491141194573537,0.5490655349023081,0.0049639196881450945,0.5396259368428215,0.5561859216947175,0.5491141194573537,0.5490655349023081,0.0049639196881450945,0.5396259368428215,0.5561859216947175,SSP3-7.0 2041-2070,2041-2070,RS2,Balsam Fir - Black Spruce Forest
