scenario_label,projection_horizon,species,center,mean,sd,q025,q975
SSP3-7.0 2071-2100,2071-2100,ERR_n,0.7980327350269222,0.7987759864527579,0.008215544225763623,0.7845390266315129,0.8149069046915233
SSP3-7.0 2071-2100,2071-2100,ERS_n,0.6331483798525106,0.6316952952944063,0.019140222085711225,0.6008926676503579,0.6623178870424407
SSP3-7.0 2071-2100,2071-2100,BOJ_n,0.6623117446620688,0.6586485726457288,0.014740129604113366,0.6314955889368769,0.6828343796234726
SSP3-7.0 2071-2100,2071-2100,BOP_n,0.7048895069175862,0.7058355261041155,0.011660566850131764,0.6882482717995635,0.7251646225733794
SSP3-7.0 2071-2100,2071-2100,EPB_n,0.5993915115103636,0.5994687199628792,0.015083525313183663,0.5771973059832567,0.6304207264864867
SSP3-7.0 2071-2100,2071-2100,SAB_n,0.8481886602668665,0.8484929448910418,0.01049482298336842,0.8289006205344366,0.8647506061428225
SSP3-7.0 2071-2100,2071-2100,EPN_n,0.13319414316158448,0.13480649870829278,0.005912633262077295,0.12623322170773155,0.14619190748749422
SSP3-7.0 2071-2100,2071-2100,THO_n,0.6130834147615811,0.6104950791133745,0.021968232462328832,0.5704387472587238,0.6454892152471471
SSP3-7.0 2071-2100,2071-2100,PRP_n,0.1983101669332592,0.19875869654958875,0.023626600294342437,0.15638948685456372,0.23682133875127365
SSP3-7.0 2071-2100,2071-2100,PET_n,0.4163955462271802,0.4152388432473115,0.02404465454475031,0.37848943870861884,0.4545261888719697
SSP3-7.0 2071-2100,2071-2100,PIB_n,0.33605233479057284,0.33330686898886785,0.02224061785741022,0.29833108212917214,0.37286829336119093
SSP3-7.0 2071-2100,2071-2100,MEL_n,0.03520034729666114,0.036207254969820385,0.007430529296817328,0.026447259033286825,0.05204759761548859
SSP3-7.0 2071-2100,2071-2100,PIG_n,0.028700206086529005,0.028720495790569456,0.0038771777828339638,0.022652881974578213,0.03762880881576052
