scenario_label,projection_horizon,species,center,mean,sd,q025,q975
SSP5-8.5 2041-2070,2041-2070,ERR_n,0.6498538656602311,0.6498512691587777,0.008104195091826612,0.6342544004565451,0.664306402339295
SSP5-8.5 2041-2070,2041-2070,ERS_n,0.46638737610373304,0.4655195536099499,0.009569795333484472,0.4516353391718681,0.48145996497923393
SSP5-8.5 2041-2070,2041-2070,BOJ_n,0.5000765610755047,0.502561733391665,0.01220625019681533,0.4836937103742174,0.5284871413135452
SSP5-8.5 2041-2070,2041-2070,BOP_n,0.6448822074904464,0.6457401794363075,0.010524129460245049,0.6276269907384909,0.6613177082230358
SSP5-8.5 2041-2070,2041-2070,EPB_n,0.5242748246529716,0.52441883557289,0.014131786733933695,0.4996003411856809,0.550518089280375
SSP5-8.5 2041-2070,2041-2070,SAB_n,0.8067447642960971,0.808131558957446,0.00710284373339546,0.7973357667404714,0.8209914099577903
SSP5-8.5 2041-2070,2041-2070,EPN_n,0.23527089831879078,0.23594518505338705,0.009495454248253255,0.2192521611838677,0.25297607577683856
SSP5-8.5 2041-2070,2041-2070,THO_n,0.43107205148957867,0.4310189943703436,0.019679071480947365,0.39209472248823674,0.46728343978198356
SSP5-8.5 2041-2070,2041-2070,PRP_n,0.14983509343125107,0.14787517209460566,0.013804784280703683,0.11778995233221916,0.16949755863819038
SSP5-8.5 2041-2070,2041-2070,PET_n,0.34151503480579776,0.3394488959555908,0.014235522230554997,0.31614866658775354,0.36286304758737087
SSP5-8.5 2041-2070,2041-2070,PIB_n,0.2089184344665294,0.21139885469859565,0.01950686610110807,0.17780356227147848,0.2461314897427812
SSP5-8.5 2041-2070,2041-2070,MEL_n,0.03704884288639674,0.037807656934201246,0.0044216351190887355,0.03148052048748889,0.04650640808869259
SSP5-8.5 2041-2070,2041-2070,PIG_n,0.0465031489995666,0.04630770259725342,0.005604897734715906,0.03494801919898109,0.05518924833779423
