scenario_label,projection_horizon,species,center,mean,sd,q025,q975
SSP1-2.6 2011-2040,2011-2040,ERR_n,0.4092636255529706,0.4103584983760712,0.007193232278932274,0.39976642008062846,0.42436370904215504
SSP1-2.6 2011-2040,2011-2040,ERS_n,0.24698012555143525,0.24587014855685932,0.007542142207167445,0.23137304585204457,0.25928700418469386
SSP1-2.6 2011-2040,2011-2040,BOJ_n,0.29632104900901807,0.29516085014948296,0.00754018122940004,0.28248533316689906,0.3080568788332756
SSP1-2.6 2011-2040,2011-2040,BOP_n,0.5553463089982194,0.5568512472543667,0.006500346369869227,0.5475679742749979,0.5683750467190872
SSP1-2.6 2011-2040,2011-2040,EPB_n,0.4273031847950858,0.42825060966631234,0.005900671103144045,0.4177926254682894,0.43719301342357997
SSP1-2.6 2011-2040,2011-2040,SAB_n,0.7419932622314751,0.7422184150389671,0.004872831433247795,0.7347897858939045,0.7520282623303391
SSP1-2.6 2011-2040,2011-2040,EPN_n,0.4288461926644435,0.4290506970822948,0.006920634596451044,0.415752233997724,0.44147306178111956
SSP1-2.6 2011-2040,2011-2040,THO_n,0.21259059866348728,0.2088345500661159,0.01053612622760939,0.19085474879382958,0.22654026691758894
SSP1-2.6 2011-2040,2011-2040,PRP_n,0.09292165589523788,0.09369304761881547,0.006782399912799365,0.08464148770662401,0.10708838657470672
SSP1-2.6 2011-2040,2011-2040,PET_n,0.23953793132709839,0.24030916902158447,0.006606785893621928,0.23016045085329284,0.25514213141259084
SSP1-2.6 2011-2040,2011-2040,PIB_n,0.104473740760168,0.10598782990807272,0.0069835522830229944,0.0941028060726797,0.11783001019106502
SSP1-2.6 2011-2040,2011-2040,MEL_n,0.04147288145487508,0.041457323006920455,0.00365944659976694,0.03492358429934035,0.047547705496174916
SSP1-2.6 2011-2040,2011-2040,PIG_n,0.07586979055400458,0.07590737607608751,0.003492137317019539,0.07087389899105181,0.08201354550631243
